,location,latitude,longitude,index,year
1759,"Yakutsk, Russia",62.0274078,129.7319787,4.954455056,1859
1760,"Kabul, Afghanistan",34.5260109,69.1776838,17.22430179,1860
1761,"Tirana, Albania",41.3281482,19.8184435,9.876561403,1860
1762,"Algiers, Algeria",36.7729309,3.0588291,6.336006766,1860
1763,"Luanda, Angola",-8.8272699,13.2439512,17.503864,1860
1764,"Buenos Aires, Argentina",-34.6073387,-58.4432852,5.713966681,1860
1765,"Yerevan, Armenia",40.1777112,44.5126233,14.43273787,1860
1766,"Sydney, Australia",-33.8698439,151.2082848,3.124464524,1860
1767,"Canberra, Australia",-35.2975906,149.1012676,3.836814569,1860
1768,"Baku, Azerbaijan",40.3755885,49.8328009,21.10443228,1860
1769,"Manama, Bahrain",-8.79691,125.45785,25.98311064,1860
1770,"Dhaka, Bangladesh",23.7644025,90.389015,30.94927709,1860
1771,"Minsk, Belarus",53.9024716,27.5618225,14.21696663,1860
1772,"Brussels, Belgium",50.8550018,4.35123337611662,20.35963875,1860
1773,"Cotonou, Benin",6.3676953,2.4252507,26.72267667,1860
1774,"Thimphu, Bhutan",27.4713546,89.6336729,10.33137806,1860
1775,"La Paz, Bolivia",-16.4955455,-68.1336229,12.88507229,1860
1776,"Gaborone, Botswana",-24.6581357,25.9088474,8.656003936,1860
1777,"Brasília, Brazil",-10.3333333,-53.2,4.513053835,1860
1778,"Sofia, Bulgaria",-15.2538402,48.2562163,13.20211414,1860
1779,"Ouagadougou, Burkina Faso",12.3681873,-1.5270944,45.92766215,1860
1780,"Bujumbura, Burundi",-3.3638125,29.3675028,16.68520208,1860
1781,"Phnom Penh, Cambodia",11.568271,104.9224426,26.43498845,1860
1782,"Yaoundé, Cameroon",3.8689867,11.5213344,40.18533975,1860
1783,"Ottawa, Canada",45.4110870626566,-75.7083256476122,8.048550999,1860
1784,"Bangui, CAR",4.3635118,18.5835913,35.97976289,1860
1785,"N'Djaména, Chad",12.1191543,15.0502758,52.64630056,1860
1786,"Santiago, Chile",-33.4377756,-70.6504502,4.346084683,1860
1787,"Hangzhou, China",30.2489634,120.2052342,14.76475371,1860
1788,"Beijing, China",40.190632,116.412144,12.17448809,1860
1789,"Bogotá, Colombia",4.6533816,-74.0836333,7.866741032,1860
1790,"Brazzaville, Congo",-4.2694407,15.2712256,32.87326123,1860
1791,"San José, Costa Rica",9.9325427,-84.0795782,14.07455818,1860
1792,"Abidjan, Côte d'Ivoire",5.320357,-4.016107,18.15306213,1860
1793,"Zagreb, Croatia",45.8130967,15.9772795,12.3842326,1860
1794,"Havana, Cuba",23.135305,-82.3589631,5.965723959,1860
1795,"Nicosia, Cyprus",35.1746503,33.3638783,9.970805011,1860
1796,"Prague, Czechia",50.0874654,14.4212535,18.93330197,1860
1797,"Kinshasa, DRC",-4.3217055,15.3125974,32.28686786,1860
1798,"Copenhagen, Denmark",55.6867243,12.5700724,11.16913463,1860
1799,"Djibouti, Djibouti",11.8145966,42.8453061,30.22605134,1860
1800,"Cairo, Egypt",30.0443879,31.2357257,17.99740053,1860
1801,"San Salvador, El Salvador",13.6989939,-89.1914249,14.18139446,1860
1802,"Malabo, Equatorial Guinea",3.741877,8.7740663,38.77261819,1860
1803,"Asmara, Eritrea",15.3389667,38.9326763,18.53706037,1860
1804,"Addis Ababa, Ethiopia",9.0358287,38.7524127,5.023215092,1860
1805,"Suva, Fiji",-18.1415884,178.4421662,6.368823213,1860
1806,"Paris, France",48.8534951,2.3483915,19.57387742,1860
1807,"Libreville, Gabon",0.4086518,9.4418849,21.15274253,1860
1808,"Tbilisi, Georgia",41.6934591,44.8014495,11.33003934,1860
1809,"Berlin, Germany",52.510885,13.3989367,19.16726423,1860
1810,"Accra, Ghana",5.5571096,-0.2012376,25.75493747,1860
1811,"Athens, Greece",37.9887791133275,23.7191086388293,9.694276395,1860
1812,"Guatemala City, Guatemala",14.6416142,-90.5132836,10.93902397,1860
1813,"Conakry, Guinea",9.5170602,-13.6998434,29.26790874,1860
1814,"Bissau, Guinea-Bissau",11.87018055,-15.6077045647727,30.34875583,1860
1815,"Port-au-Prince, Haiti",18.547327,-72.3395928,10.44627121,1860
1816,"Tegucigalpa, Honduras",14.1057433,-87.2040052,21.99808619,1860
1817,"Budapest, Hungary",47.48138955,19.1460941269125,32.90344902,1860
1818,"Delhi, India",28.6273928,77.1716954,52.23466126,1860
1819,"Jakarta, Indonesia",-6.175247,106.8270488,7.255667249,1860
1820,"Tehran, Iran",35.6892523,51.3896004,19.94634745,1860
1821,"Baghdad, Iraq",33.3061701,44.3872213,28.55706164,1860
1822,"Dublin, Ireland",53.3493795,-6.2605593,10.3630506,1860
1823,"Jerusalem, Israel",31.7788242,35.2257626,9.664245587,1860
1824,"Rome, Italy",41.8933203,12.4829321,12.1093583,1860
1825,"Tokyo, Japan",35.6821936,139.762221,7.466900724,1860
1826,"Amman, Jordan",31.9515694,35.9239625,13.08239672,1860
1827,"Temirtau, Kazakhstan",50.0587825,72.9535681,10.12362297,1860
1828,"Astana, Kazakhstan",51.1282205,71.4306682,9.090813157,1860
1829,"Nairobi, Kenya",-1.30261485,36.8288420181373,8.342571541,1860
1830,"Kuwait City, Kuwait",29.3796532,47.9734174,36.37030093,1860
1831,"Bishkek, Kyrgyzstan",42.8777895,74.6066926,16.70426433,1860
1832,"Vientiane, Laos",17.9640988,102.6133707,31.3157859,1860
1833,"Riga, Latvia",56.9493977,24.1051846,16.88172511,1860
1834,"Monrovia, Liberia",6.328034,-10.797788,17.7012831,1860
1835,"Tripoli, Libya",32.896672,13.1777923,15.09814039,1860
1836,"Vilnius, Lithuania",54.6870458,25.2829111,10.91554206,1860
1837,"Luxembourg, Luxembourg",49.6112768,6.129799,17.15277755,1860
1838,"Antananarivo, Madagascar",-18.9100122,47.5255809,11.04987993,1860
1839,"Lilongwe, Malawi",-13.9875107,33.768144,11.80395442,1860
1840,"Kuala Lumpur, Malaysia",3.1516964,101.6942371,4.886430142,1860
1841,"Bamako, Mali",12.61326555,-7.9847391362413,31.20118456,1860
1842,"Valletta, Malta",35.8989818,14.5136759,9.273706186,1860
1843,"Nouakchott, Mauritania",18.0618918,-15.9311481578329,61.36976882,1860
1844,"Port Louis, Mauritius",-20.1624522,57.5028044,13.6808863,1860
1845,"Mexico City, Mexico",19.4326296,-99.1331785,8.576953381,1860
1846,"Chisinau, Moldova",47.0245117,28.8322923,16.07161611,1860
1847,"Ulaanbaatar, Mongolia",47.94097405,106.917963752256,33.2582666,1860
1848,"Podgorica, Montenegro",42.4415238,19.2621081,10.73621276,1860
1849,"Rabat, Morocco",34.02236,-6.8340222,9.295024587,1860
1850,"Maputo, Mozambique",-25.966213,32.56745,9.531380242,1860
1851,"Windhoek, Namibia",-22.5776104,17.0772739,10.08505738,1860
1852,"Kathmandu, Nepal",27.708317,85.3205817,15.75049171,1860
1853,"Amsterdam, Netherlands",52.3730796,4.8924534,16.87667986,1860
1854,"Wellington, New Zealand",-41.2887953,174.7772114,5.221537016,1860
1855,"Managua, Nicaragua",12.1544035,-86.2737642,14.29901737,1860
1856,"Niamey, Niger",13.524834,2.109823,46.6888349,1860
1857,"Abuja, Nigeria",9.0643305,7.4892974,44.15044857,1860
1858,"Pyongyang, North Korea",39.0167979,125.7473609,15.89525494,1860
1859,"Skopje, North Macedonia",41.9961816,21.4319213,11.08371111,1860
1860,"Oslo, Norway",59.9133301,10.7389701,7.327404631,1860
1861,"Muscat, Oman",23.5882019,58.3829448,27.21604782,1860
1862,"Islamabad, Pakistan",33.6938118,73.0651511,20.87334429,1860
1863,"Panama City, Panama",8.6671353550533,-80.8169594275597,9.843688007,1860
1864,"Asunción, Paraguay",-25.2800459,-57.6343814,12.5625612,1860
1865,"Lima, Peru",-12.0621065,-77.0365256,6.72199585,1860
1866,"Manila, Philippines",14.5906346,120.9799964,11.66194989,1860
1867,"Warsaw, Poland",52.2337172,21.0714322356365,17.66230456,1860
1868,"Lisbon, Portugal",38.7077507,-9.1365919,10.31021214,1860
1869,"Doha, Qatar",24.73677015,81.4466022001494,30.32008874,1860
1870,"Bucharest, Romania",44.4361414,26.1027202,14.63348355,1860
1871,"Moscow, Russia",55.7505412,37.6174782,24.02885218,1860
1872,"Kigali, Rwanda",-1.8859597,30.1296751,15.43944733,1860
1873,"Apia, Samoa",-13.8344639,-171.7649144,5.024353726,1860
1874,"San Marino, San Marino",43.9458623,12.458306,11.76262338,1860
1875,"São Tomé, São Tomé and Príncipe",0.3389242,6.7313031,14.99038645,1860
1876,"Riyadh, Saudi Arabia",24.638916,46.7160104,60.51057903,1860
1877,"Dakar, Senegal",14.693425,-17.447938,38.11265507,1860
1878,"Belgrade, Serbia",44.8178131,20.4568974,7.590869875,1860
1879,"Victoria, Seychelles",-36.5986096,144.6780052,7.49908166,1860
1880,"Freetown, Sierra Leone",8.479004,-13.26795,23.48440836,1860
1881,"Singapore, Singapore",1.357107,103.8194992,6.398517575,1860
1882,"Bratislava, Slovakia",48.1516988,17.1093063,24.97560998,1860
1883,"Ljubljana, Slovenia",46.0500268,14.5069289,10.86690874,1860
1884,"Honiara, Solomon Islands",-9.43779755,159.962417478605,6.581020934,1860
1885,"Mogadishu, Somalia",2.0349312,45.3419183,9.421424116,1860
1886,"Pretoria, South Africa",-25.7459277,28.1879101,12.91316793,1860
1887,"Seoul, South Korea",37.5666791,126.9782914,9.199745446,1860
1888,"Juba, South Sudan",4.8459246,31.5959173,24.38956728,1860
1889,"Madrid, Spain",40.4167047,-3.7035825,5.676860383,1860
1890,"Colombo, Sri Lanka",6.9388614,79.8542005,7.979180606,1860
1891,"Khartoum, Sudan",15.5635972,32.5349123,36.70568358,1860
1892,"Paramaribo, Suriname",5.8247628,-55.1703941,16.75164757,1860
1893,"Stockholm, Sweden",59.3251172,18.0710935,5.533308372,1860
1894,"Bern, Switzerland",46.9484742,7.4521749,16.31431146,1860
1895,"Damascus, Syria",33.5145227857709,36.2904335592578,12.01887944,1860
1896,"Taipei, Taiwan",25.0375198,121.5636796,7.107516077,1860
1897,"Dushanbe, Tajikistan",38.5856947,68.7603746751885,18.61780234,1860
1898,"Dar es Salaam, Tanzania",-6.8160837,39.2803583,10.56236652,1860
1899,"Bangkok, Thailand",13.7524938,100.4935089,9.972426418,1860
1900,"Lomé, Togo",6.15803455,1.25168237324663,34.73551734,1860
1901,"Nukuʻalofa, Tonga",-21.1343401,-175.201808,4.695956853,1860
1902,"Tunis, Tunisia",36.8002068,10.1857757,12.3933475,1860
1903,"Ankara, Turkey",39.7160439,32.7059948,7.412044123,1860
1904,"Ashgabat, Turkmenistan",37.9404648,58.3823487,30.98224408,1860
1905,"Kampala, Uganda",0.3177137,32.5813539,17.89449736,1860
1906,"Kyiv, Ukraine",50.4500336,30.5241361,17.35434237,1860
1907,"Abu Dhabi, UAE",24.4538352,54.3774014,20.8859889,1860
1908,"London, United Kingdom",51.4893335,-0.144055084527687,35.90357285,1860
1909,"Washington, D.C., USA",38.9240943816741,-77.0091011073296,17.98095711,1860
1910,"Tashkent, Uzbekistan",41.3123363,69.2787079,20.89263434,1860
1911,"Port Vila, Vanuatu",-17.7414972,168.3150163,7.072826746,1860
1912,"Vatican City, Vatican City",41.903411,12.4528527,11.76437162,1860
1913,"Caracas, Venezuela",10.5060934,-66.9146008,16.07741013,1860
1914,"Hanoi, Vietnam",21.0283334,105.854041,9.367992094,1860
1915,"Sana'a, Yemen",15.3538569,44.2058841,18.29880026,1860
1916,"Lusaka, Zambia",-15.4163395,28.2818414,14.83852898,1860
1917,"Harare, Zimbabwe",-17.8567035,31.0601584,13.7077656,1860
1918,"Leeds, United Kingdom",53.7974185,-1.5437941,33.50358589,1860
1919,"Exeter, United Kingdom",50.7256138,-3.5269209,19.04067924,1860
1920,"Edinburgh, United Kingdom",55.9533456,-3.1883749,17.94956951,1860
1921,"Los Angeles, USA",34.0536909,-118.242766,10.83912046,1860
1922,"Nanjing, China",32.0438284,118.7788631,14.15728891,1860
1923,"Shanghai, China",31.2312707,121.4700152,11.95498688,1860
1924,"Chennai, India",13.0836939,80.270186,12.55154996,1860
1925,"Ahmedabad, India",23.0215374,72.5800568,31.15431961,1860
1926,"Fairbanks, USA",64.837845,-147.716675,22.17925342,1860
1927,"Birmingham, UK",52.4796992,-1.9026911,29.9112788,1860
1928,"São Paulo, Brazil",-23.5506507,-46.6333824,2.571986139,1860
1929,"Singapore, Singapore.1",1.357107,103.8194992,6.611359251,1860
1930,"Cape Town, South Africa",-33.928992,18.417396,3.818252713,1860
1931,"Birmingham, United Kingdom",52.4796992,-1.9026911,29.9112788,1860
1932,"Cardiff, United Kingdom",51.4816546,-3.1791934,44.46879717,1860
1933,"Belfast, United Kingdom",54.596391,-5.9301829,12.78434194,1860
1934,"Reykjavík, Iceland",64.145981,-21.9422367,4.139430806,1860
1935,"Yakutsk, Russia",62.0274078,129.7319787,5.764497632,1860
1936,"Kabul, Afghanistan",34.5260109,69.1776838,18.28510959,1861
1937,"Tirana, Albania",41.3281482,19.8184435,11.49490843,1861
1938,"Algiers, Algeria",36.7729309,3.0588291,7.025179955,1861
1939,"Luanda, Angola",-8.8272699,13.2439512,19.33402038,1861
1940,"Buenos Aires, Argentina",-34.6073387,-58.4432852,5.919788597,1861
1941,"Yerevan, Armenia",40.1777112,44.5126233,14.54286342,1861
1942,"Sydney, Australia",-33.8698439,151.2082848,3.594452115,1861
1943,"Canberra, Australia",-35.2975906,149.1012676,4.495516122,1861
1944,"Baku, Azerbaijan",40.3755885,49.8328009,17.0996439,1861
1945,"Manama, Bahrain",-8.79691,125.45785,26.73364014,1861
1946,"Dhaka, Bangladesh",23.7644025,90.389015,31.3855414,1861
1947,"Minsk, Belarus",53.9024716,27.5618225,14.7739264,1861
1948,"Brussels, Belgium",50.8550018,4.35123337611662,22.29719906,1861
1949,"Cotonou, Benin",6.3676953,2.4252507,25.68954631,1861
1950,"Thimphu, Bhutan",27.4713546,89.6336729,10.57027379,1861
1951,"La Paz, Bolivia",-16.4955455,-68.1336229,12.7792415,1861
1952,"Gaborone, Botswana",-24.6581357,25.9088474,8.687129108,1861
1953,"Brasília, Brazil",-10.3333333,-53.2,4.283167969,1861
1954,"Sofia, Bulgaria",-15.2538402,48.2562163,14.71682234,1861
1955,"Ouagadougou, Burkina Faso",12.3681873,-1.5270944,47.67094566,1861
1956,"Bujumbura, Burundi",-3.3638125,29.3675028,17.54143566,1861
1957,"Phnom Penh, Cambodia",11.568271,104.9224426,25.92495008,1861
1958,"Yaoundé, Cameroon",3.8689867,11.5213344,38.10159662,1861
1959,"Ottawa, Canada",45.4110870626566,-75.7083256476122,7.742520472,1861
1960,"Bangui, CAR",4.3635118,18.5835913,35.9387373,1861
1961,"N'Djaména, Chad",12.1191543,15.0502758,54.745629,1861
1962,"Santiago, Chile",-33.4377756,-70.6504502,4.490996992,1861
1963,"Hangzhou, China",30.2489634,120.2052342,14.55731895,1861
1964,"Beijing, China",40.190632,116.412144,12.24281286,1861
1965,"Bogotá, Colombia",4.6533816,-74.0836333,7.274317431,1861
1966,"Brazzaville, Congo",-4.2694407,15.2712256,34.25003829,1861
1967,"San José, Costa Rica",9.9325427,-84.0795782,13.32304222,1861
1968,"Abidjan, Côte d'Ivoire",5.320357,-4.016107,16.98392804,1861
1969,"Zagreb, Croatia",45.8130967,15.9772795,14.19687863,1861
1970,"Havana, Cuba",23.135305,-82.3589631,5.955659452,1861
1971,"Nicosia, Cyprus",35.1746503,33.3638783,10.19558105,1861
1972,"Prague, Czechia",50.0874654,14.4212535,21.04434601,1861
1973,"Kinshasa, DRC",-4.3217055,15.3125974,33.70084231,1861
1974,"Copenhagen, Denmark",55.6867243,12.5700724,11.7289019,1861
1975,"Djibouti, Djibouti",11.8145966,42.8453061,30.75798232,1861
1976,"Cairo, Egypt",30.0443879,31.2357257,17.93165793,1861
1977,"San Salvador, El Salvador",13.6989939,-89.1914249,12.49019949,1861
1978,"Malabo, Equatorial Guinea",3.741877,8.7740663,34.77497219,1861
1979,"Asmara, Eritrea",15.3389667,38.9326763,18.47151288,1861
1980,"Addis Ababa, Ethiopia",9.0358287,38.7524127,5.197792775,1861
1981,"Suva, Fiji",-18.1415884,178.4421662,5.970818618,1861
1982,"Paris, France",48.8534951,2.3483915,21.42091264,1861
1983,"Libreville, Gabon",0.4086518,9.4418849,20.13428543,1861
1984,"Tbilisi, Georgia",41.6934591,44.8014495,11.63056609,1861
1985,"Berlin, Germany",52.510885,13.3989367,20.42609139,1861
1986,"Accra, Ghana",5.5571096,-0.2012376,24.21126696,1861
1987,"Athens, Greece",37.9887791133275,23.7191086388293,10.24922688,1861
1988,"Guatemala City, Guatemala",14.6416142,-90.5132836,10.80250439,1861
1989,"Conakry, Guinea",9.5170602,-13.6998434,29.47666115,1861
1990,"Bissau, Guinea-Bissau",11.87018055,-15.6077045647727,31.73639142,1861
1991,"Port-au-Prince, Haiti",18.547327,-72.3395928,10.32750341,1861
1992,"Tegucigalpa, Honduras",14.1057433,-87.2040052,19.66359955,1861
1993,"Budapest, Hungary",47.48138955,19.1460941269125,31.90610993,1861
1994,"Delhi, India",28.6273928,77.1716954,51.24800391,1861
1995,"Jakarta, Indonesia",-6.175247,106.8270488,7.317434473,1861
1996,"Tehran, Iran",35.6892523,51.3896004,17.41253815,1861
1997,"Baghdad, Iraq",33.3061701,44.3872213,26.39130631,1861
1998,"Dublin, Ireland",53.3493795,-6.2605593,10.47710322,1861
1999,"Jerusalem, Israel",31.7788242,35.2257626,9.553473605,1861
2000,"Rome, Italy",41.8933203,12.4829321,14.34492068,1861
2001,"Tokyo, Japan",35.6821936,139.762221,7.272364949,1861
2002,"Amman, Jordan",31.9515694,35.9239625,12.95047186,1861
2003,"Temirtau, Kazakhstan",50.0587825,72.9535681,9.92086833,1861
2004,"Astana, Kazakhstan",51.1282205,71.4306682,8.993987572,1861
2005,"Nairobi, Kenya",-1.30261485,36.8288420181373,9.005571977,1861
2006,"Kuwait City, Kuwait",29.3796532,47.9734174,36.38815117,1861
2007,"Bishkek, Kyrgyzstan",42.8777895,74.6066926,16.27641602,1861
2008,"Vientiane, Laos",17.9640988,102.6133707,29.05530902,1861
2009,"Riga, Latvia",56.9493977,24.1051846,16.71256679,1861
2010,"Monrovia, Liberia",6.328034,-10.797788,16.33697742,1861
2011,"Tripoli, Libya",32.896672,13.1777923,16.38450115,1861
2012,"Vilnius, Lithuania",54.6870458,25.2829111,11.16676136,1861
2013,"Luxembourg, Luxembourg",49.6112768,6.129799,18.70101204,1861
2014,"Antananarivo, Madagascar",-18.9100122,47.5255809,11.36778938,1861
2015,"Lilongwe, Malawi",-13.9875107,33.768144,12.81845101,1861
2016,"Kuala Lumpur, Malaysia",3.1516964,101.6942371,5.033481579,1861
2017,"Bamako, Mali",12.61326555,-7.9847391362413,32.66417839,1861
2018,"Valletta, Malta",35.8989818,14.5136759,10.03634564,1861
2019,"Nouakchott, Mauritania",18.0618918,-15.9311481578329,67.12645972,1861
2020,"Port Louis, Mauritius",-20.1624522,57.5028044,14.073995,1861
2021,"Mexico City, Mexico",19.4326296,-99.1331785,8.32944977,1861
2022,"Chisinau, Moldova",47.0245117,28.8322923,17.03438247,1861
2023,"Ulaanbaatar, Mongolia",47.94097405,106.917963752256,31.95372057,1861
2024,"Podgorica, Montenegro",42.4415238,19.2621081,12.76543967,1861
2025,"Rabat, Morocco",34.02236,-6.8340222,10.57917114,1861
2026,"Maputo, Mozambique",-25.966213,32.56745,9.362260139,1861
2027,"Windhoek, Namibia",-22.5776104,17.0772739,10.34625645,1861
2028,"Kathmandu, Nepal",27.708317,85.3205817,16.65485811,1861
2029,"Amsterdam, Netherlands",52.3730796,4.8924534,17.59140177,1861
2030,"Wellington, New Zealand",-41.2887953,174.7772114,5.391679798,1861
2031,"Managua, Nicaragua",12.1544035,-86.2737642,13.11145023,1861
2032,"Niamey, Niger",13.524834,2.109823,48.20888599,1861
2033,"Abuja, Nigeria",9.0643305,7.4892974,43.669916,1861
2034,"Pyongyang, North Korea",39.0167979,125.7473609,15.63430254,1861
2035,"Skopje, North Macedonia",41.9961816,21.4319213,12.66738339,1861
2036,"Oslo, Norway",59.9133301,10.7389701,7.583147044,1861
2037,"Muscat, Oman",23.5882019,58.3829448,29.60786258,1861
2038,"Islamabad, Pakistan",33.6938118,73.0651511,21.60185012,1861
2039,"Panama City, Panama",8.6671353550533,-80.8169594275597,9.90810026,1861
2040,"Asunción, Paraguay",-25.2800459,-57.6343814,12.65323853,1861
2041,"Lima, Peru",-12.0621065,-77.0365256,6.646812434,1861
2042,"Manila, Philippines",14.5906346,120.9799964,11.85634481,1861
2043,"Warsaw, Poland",52.2337172,21.0714322356365,18.50180534,1861
2044,"Lisbon, Portugal",38.7077507,-9.1365919,11.08251421,1861
2045,"Doha, Qatar",24.73677015,81.4466022001494,31.63259688,1861
2046,"Bucharest, Romania",44.4361414,26.1027202,16.20230716,1861
2047,"Moscow, Russia",55.7505412,37.6174782,22.5432441,1861
2048,"Kigali, Rwanda",-1.8859597,30.1296751,15.7381176,1861
2049,"Apia, Samoa",-13.8344639,-171.7649144,4.392389674,1861
2050,"San Marino, San Marino",43.9458623,12.458306,13.38957764,1861
2051,"São Tomé, São Tomé and Príncipe",0.3389242,6.7313031,14.21879328,1861
2052,"Riyadh, Saudi Arabia",24.638916,46.7160104,60.33931117,1861
2053,"Dakar, Senegal",14.693425,-17.447938,39.84172187,1861
2054,"Belgrade, Serbia",44.8178131,20.4568974,8.486740429,1861
2055,"Victoria, Seychelles",-36.5986096,144.6780052,7.41430233,1861
2056,"Freetown, Sierra Leone",8.479004,-13.26795,22.8098079,1861
2057,"Singapore, Singapore",1.357107,103.8194992,6.574779583,1861
2058,"Bratislava, Slovakia",48.1516988,17.1093063,25.2905034,1861
2059,"Ljubljana, Slovenia",46.0500268,14.5069289,12.57366377,1861
2060,"Honiara, Solomon Islands",-9.43779755,159.962417478605,6.541133551,1861
2061,"Mogadishu, Somalia",2.0349312,45.3419183,10.00247486,1861
2062,"Pretoria, South Africa",-25.7459277,28.1879101,13.0092612,1861
2063,"Seoul, South Korea",37.5666791,126.9782914,9.081362241,1861
2064,"Juba, South Sudan",4.8459246,31.5959173,24.22576712,1861
2065,"Madrid, Spain",40.4167047,-3.7035825,6.339909843,1861
2066,"Colombo, Sri Lanka",6.9388614,79.8542005,8.450977844,1861
2067,"Khartoum, Sudan",15.5635972,32.5349123,38.77341343,1861
2068,"Paramaribo, Suriname",5.8247628,-55.1703941,16.93117661,1861
2069,"Stockholm, Sweden",59.3251172,18.0710935,5.628528523,1861
2070,"Bern, Switzerland",46.9484742,7.4521749,17.39549042,1861
2071,"Damascus, Syria",33.5145227857709,36.2904335592578,11.8743921,1861
2072,"Taipei, Taiwan",25.0375198,121.5636796,7.123506508,1861
2073,"Dushanbe, Tajikistan",38.5856947,68.7603746751885,17.26966122,1861
2074,"Dar es Salaam, Tanzania",-6.8160837,39.2803583,10.867514,1861
2075,"Bangkok, Thailand",13.7524938,100.4935089,10.62282862,1861
2076,"Lomé, Togo",6.15803455,1.25168237324663,34.08858851,1861
2077,"Nukuʻalofa, Tonga",-21.1343401,-175.201808,4.576959031,1861
2078,"Tunis, Tunisia",36.8002068,10.1857757,13.61940376,1861
2079,"Ankara, Turkey",39.7160439,32.7059948,7.973165129,1861
2080,"Ashgabat, Turkmenistan",37.9404648,58.3823487,30.76150181,1861
2081,"Kampala, Uganda",0.3177137,32.5813539,17.03242755,1861
2082,"Kyiv, Ukraine",50.4500336,30.5241361,17.67665054,1861
2083,"Abu Dhabi, UAE",24.4538352,54.3774014,22.30199122,1861
2084,"London, United Kingdom",51.4893335,-0.144055084527687,37.153145,1861
2085,"Washington, D.C., USA",38.9240943816741,-77.0091011073296,17.79977826,1861
2086,"Tashkent, Uzbekistan",41.3123363,69.2787079,19.88654129,1861
2087,"Port Vila, Vanuatu",-17.7414972,168.3150163,6.654905337,1861
2088,"Vatican City, Vatican City",41.903411,12.4528527,13.93315723,1861
2089,"Caracas, Venezuela",10.5060934,-66.9146008,15.4998862,1861
2090,"Hanoi, Vietnam",21.0283334,105.854041,8.729543655,1861
2091,"Sana'a, Yemen",15.3538569,44.2058841,18.28618753,1861
2092,"Lusaka, Zambia",-15.4163395,28.2818414,14.93086507,1861
2093,"Harare, Zimbabwe",-17.8567035,31.0601584,13.64632884,1861
2094,"Leeds, United Kingdom",53.7974185,-1.5437941,34.1562459,1861
2095,"Exeter, United Kingdom",50.7256138,-3.5269209,20.39069267,1861
2096,"Edinburgh, United Kingdom",55.9533456,-3.1883749,18.62477235,1861
2097,"Los Angeles, USA",34.0536909,-118.242766,11.01916279,1861
2098,"Nanjing, China",32.0438284,118.7788631,14.31667308,1861
2099,"Shanghai, China",31.2312707,121.4700152,11.73004442,1861
2100,"Chennai, India",13.0836939,80.270186,12.93008964,1861
2101,"Ahmedabad, India",23.0215374,72.5800568,31.03441386,1861
2102,"Fairbanks, USA",64.837845,-147.716675,21.57176184,1861
2103,"Birmingham, UK",52.4796992,-1.9026911,30.56002402,1861
2104,"São Paulo, Brazil",-23.5506507,-46.6333824,2.662925789,1861
2105,"Singapore, Singapore.1",1.357107,103.8194992,6.792167482,1861
2106,"Cape Town, South Africa",-33.928992,18.417396,3.769816901,1861
2107,"Birmingham, United Kingdom",52.4796992,-1.9026911,30.56002402,1861
2108,"Cardiff, United Kingdom",51.4816546,-3.1791934,46.86730312,1861
2109,"Belfast, United Kingdom",54.596391,-5.9301829,12.96756782,1861
2110,"Reykjavík, Iceland",64.145981,-21.9422367,4.0532605,1861
2111,"Yakutsk, Russia",62.0274078,129.7319787,4.876427799,1861
2112,"Kabul, Afghanistan",34.5260109,69.1776838,17.93866493,1862
2113,"Tirana, Albania",41.3281482,19.8184435,10.57515502,1862
2114,"Algiers, Algeria",36.7729309,3.0588291,6.742127124,1862
2115,"Luanda, Angola",-8.8272699,13.2439512,17.71009083,1862
2116,"Buenos Aires, Argentina",-34.6073387,-58.4432852,5.777408815,1862
2117,"Yerevan, Armenia",40.1777112,44.5126233,13.78732452,1862
2118,"Sydney, Australia",-33.8698439,151.2082848,3.323095094,1862
2119,"Canberra, Australia",-35.2975906,149.1012676,4.096921542,1862
2120,"Baku, Azerbaijan",40.3755885,49.8328009,19.85749941,1862
2121,"Manama, Bahrain",-8.79691,125.45785,28.54443184,1862
2122,"Dhaka, Bangladesh",23.7644025,90.389015,31.57730737,1862
2123,"Minsk, Belarus",53.9024716,27.5618225,15.24430609,1862
2124,"Brussels, Belgium",50.8550018,4.35123337611662,21.44348189,1862
2125,"Cotonou, Benin",6.3676953,2.4252507,23.39507694,1862
2126,"Thimphu, Bhutan",27.4713546,89.6336729,10.25192621,1862
2127,"La Paz, Bolivia",-16.4955455,-68.1336229,12.10846255,1862
2128,"Gaborone, Botswana",-24.6581357,25.9088474,8.601960226,1862
2129,"Brasília, Brazil",-10.3333333,-53.2,4.290650537,1862
2130,"Sofia, Bulgaria",-15.2538402,48.2562163,14.31061056,1862
2131,"Ouagadougou, Burkina Faso",12.3681873,-1.5270944,41.55875331,1862
2132,"Bujumbura, Burundi",-3.3638125,29.3675028,17.11098762,1862
2133,"Phnom Penh, Cambodia",11.568271,104.9224426,27.12625531,1862
2134,"Yaoundé, Cameroon",3.8689867,11.5213344,35.35815888,1862
2135,"Ottawa, Canada",45.4110870626566,-75.7083256476122,7.401057185,1862
2136,"Bangui, CAR",4.3635118,18.5835913,33.27792302,1862
2137,"N'Djaména, Chad",12.1191543,15.0502758,50.05000888,1862
2138,"Santiago, Chile",-33.4377756,-70.6504502,4.403559209,1862
2139,"Hangzhou, China",30.2489634,120.2052342,14.10145065,1862
2140,"Beijing, China",40.190632,116.412144,11.68901455,1862
