,index,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country,city,name,latitude,longitude
95,"Managua, Nicaragua",13.87951882,12.74306479,12.21883691,13.34183702,13.4002642,12.65297308,13.64286844,12.60752301,12.77506681,13.68392468,14.29901737,13.11145023,12.72534573,13.42602414,12.55672768,12.94180942,13.79821341,12.97842449,13.99434452,13.11277379,13.87408295,13.49091338,12.46030956,13.53867746,13.83691983,12.98264979,13.46878201,13.20883218,13.54912893,13.51050607,13.12037983,13.27161593,12.68806333,13.16632999,14.0902608,13.92610219,13.68620716,13.05476295,13.57369227,12.822477,13.38112882,13.01402441,12.99235967,13.81301786,13.25151406,13.34817372,12.93555453,14.03636272,13.49465688,13.41315888,12.59172556,13.00305748,13.88153209,13.51974274,13.57857839,13.50534804,14.18621073,13.59352464,13.14878746,13.17242174,13.54249408,13.50369121,13.10184918,13.50790147,13.61872356,13.84640256,13.99806246,14.01129812,13.92852351,15.06897433,14.10528686,13.45171954,14.24328562,14.08632105,14.00700152,14.61261663,14.85023859,13.86923301,13.85266277,14.39913947,15.54512296,13.85484324,14.75892448,14.18103563,15.46083833,14.759334,14.86908516,14.54535743,15.23951558,14.64148867,14.30744706,15.32092483,14.4830395,13.82357436,16.28921778,15.58206732,14.38992376,14.42324379,15.39872515,14.25099824,15.76905743,15.03736506,16.36201754,14.33999716,16.83758203,15.52557932,14.30064516,15.68751654,15.9845226,15.40483009,15.38381618,16.30685516,15.5742876,16.6933466,17.3531595,16.15405119,17.64090149,16.18318773,16.36475946,17.17456423,16.96959945,16.59678023,17.28734522,17.37953724,18.10817693,16.37514672,17.89858299,17.71696465,17.79601937,16.88481601,18.46600989,17.12849918,17.73198371,17.59035531,18.17708103,17.49227312,18.88461713,17.57016692,17.51007782,19.05274972,19.9151619,17.92749234,18.40877882,19.17282523,19.20895161,18.06897499,18.94741479,18.35417231,25.9585312,18.06363987,18.96568948,20.86666679,18.78333473,20.69166565,18.79166603,20.18333244,18.04166603,20.11666679,18.84166527,17.25833321,18.94166374,20.31666756,18.73333168,21.09166527,19.45833206,21.12500191,20.50833321,21.02499962,21.95833397,21.39166451,21.7416687,20.32499886,Nicaragua,Managua,"Managua, Nicaragua",12.1544035,-86.2737642
96,"Niamey, Niger",40.06037585,44.56256912,44.45891833,39.55013942,41.08629799,45.31927695,41.97856738,44.64554058,39.54368261,42.00151037,46.6888349,48.20888599,42.2825953,37.08363804,37.31035934,45.29255645,43.66934476,43.53549119,43.15448124,46.34350295,45.16133094,40.62913763,39.99852247,42.07678898,41.94285568,42.50717356,42.88907506,40.38928488,42.29084757,46.05752932,44.10560405,45.72453471,50.85834782,40.04121551,38.48741479,43.24704716,40.45448343,44.97227276,38.59362148,41.49730271,39.38506584,45.44064183,45.56344639,44.63489059,40.92054142,42.83031194,42.84317666,42.05721935,37.87863482,43.22571414,46.55147564,41.66238176,41.89496306,44.28629459,47.16301172,47.01466868,45.72755416,44.43677981,47.45752885,41.35923381,46.27531136,44.32987498,48.67498933,43.44155044,48.26601256,46.71169533,49.00356617,45.33689221,41.41509714,42.68978756,43.82951793,47.26880182,44.98510782,44.10035071,44.32302382,43.41071642,45.34999907,47.03703998,46.86401079,45.49922019,41.58815079,45.89053599,46.98956589,46.18408319,41.89793092,45.59013908,42.23562942,51.51972862,51.50529997,47.66079113,44.34264091,44.7782183,45.11619236,46.49329169,44.63373701,44.10132819,51.54573392,48.8486479,47.22242379,45.79321318,42.38314157,42.04593241,42.22313731,48.55200338,40.71347777,47.67642073,44.22664411,45.74326888,48.89196579,48.88428399,46.12812124,45.38123171,45.52967877,43.41942546,43.96966785,46.61138471,43.29476679,46.68456615,44.89344607,48.14056972,47.11881492,47.00872047,53.57993418,47.24737058,49.15188417,50.34778558,48.3832362,47.55631879,49.85769737,51.84155107,47.01868013,52.3807291,49.85857829,56.4371065,51.33063812,51.98295896,49.72946847,56.93271506,53.65512055,46.67640106,47.40344533,49.51631162,51.15834056,48.58163845,51.51963334,49.30981209,52.45466477,49.94545767,49.82461494,53.82467854,49.56607925,42.92499924,49.31666946,42.10833359,57.41666794,54.80000305,50.85000229,60.01666641,53.34166336,50.79999924,51.45832825,51.52499771,46.70000076,42.23333359,44.69166565,56.63333511,51.66666794,47.21667099,41.65832901,37.45000076,42.87500381,41.67499924,Niger,Niamey,"Niamey, Niger",13.524834,2.109823
97,"Abuja, Nigeria",38.91997327,40.786148,41.36319713,36.81392169,41.54235723,41.75500969,39.28586906,42.10256895,38.45403641,39.72622777,44.15044857,43.669916,40.40541843,37.31138835,35.91840517,42.69514502,39.65503099,41.57092326,38.85139797,43.05424138,43.98732472,38.16551613,40.68113184,39.51224546,38.34373909,41.08992047,38.74579856,38.27830441,39.95348742,40.58241147,41.80621149,42.86656736,46.37090508,39.85093886,36.16858973,39.0651392,38.93282785,40.31464044,37.46910199,39.68662116,37.69821008,39.64763176,39.49211687,42.10677913,39.38110171,39.27298933,39.38716625,41.40531592,38.20540606,42.34376568,41.24089463,38.25628756,38.26171517,39.69137005,42.3647244,40.10801443,41.10007372,40.57283756,41.47849838,39.50158841,41.97608758,38.19487262,44.12731211,41.16329552,44.629217,40.89721529,42.73500797,41.67416863,41.99600388,40.86694812,42.27934846,41.43752949,41.53492537,40.89286261,40.94823019,39.97310457,42.15981479,43.66585917,43.24925206,43.74666161,39.85210173,44.75927141,43.48475415,42.88685926,41.35887387,44.01091466,41.84266664,48.38435749,47.29589598,41.98156596,41.1464623,43.42769224,45.64061293,47.10229099,46.08388237,44.02407527,46.36226324,48.44619051,49.48269609,48.13677611,43.62419966,44.5474044,44.94704376,50.47479547,42.87448796,45.86208215,46.69927536,47.40160546,48.83252635,48.57896312,46.20473896,47.19052721,46.15076818,47.3315225,48.2638629,47.87346097,47.98732067,50.23871961,48.40337729,48.48876265,50.28724682,47.23489784,51.59143257,48.2793332,49.96564962,50.67808426,51.58135495,49.47305709,50.73701772,51.44076117,50.38496923,52.67723436,54.26535187,54.72089052,52.65233427,53.4741727,51.46943144,56.89564625,57.23540635,52.79649306,54.46910327,56.71217043,54.56865491,54.81600188,57.34357631,58.21473531,60.67874148,57.4633462,62.72977155,66.84326392,60.7913341,60.19166565,64.04166412,57.84999466,63.52499771,61.2416687,57.86666489,65.58333588,72.00834656,60.71666336,60.15000534,64.05000305,63.8833313,57.04166031,57.05000305,79.3916626,75.875,78.625,68.30833435,67.21666718,68.7666626,69.95833588,Nigeria,Abuja,"Abuja, Nigeria",9.0643305,7.4892974
98,"Pyongyang, North Korea",15.2591535,14.65903963,14.6600499,14.97372014,14.97287198,15.18527897,15.51792122,14.41545467,14.57327478,15.66943588,15.89525494,15.63430254,14.95893639,14.40161825,14.93225738,14.71610112,14.96415922,15.24465575,15.47399731,15.10308446,15.13380671,14.36863693,14.58960219,15.52755274,15.1784131,15.05775363,15.46576061,15.01558737,15.31887376,14.54289533,15.40534178,15.14989299,16.05599931,15.4766979,14.60513156,15.1235954,15.18196511,15.88960037,15.15066479,15.15067255,15.70899953,15.39473828,16.70394548,15.38735616,15.45953874,15.3071277,14.93080896,15.11474378,15.27324796,15.65362134,15.55281147,15.23936542,15.63686106,14.85222319,15.09231628,15.58521026,15.18000614,16.01677787,15.13595073,15.37795282,14.84315972,15.3461923,15.09575184,15.68153087,16.05646338,15.82236847,16.31639991,16.4200398,16.23665977,16.18218538,16.38010165,15.87100072,16.36991664,17.24304689,15.77651646,17.27294034,16.19046024,16.97399429,16.76918607,17.7319422,17.37263725,17.43401499,17.5519393,17.71234472,17.21347764,17.68011982,19.33447101,18.38179968,18.28750219,19.2017678,19.62087283,18.25442958,18.44737541,16.73419759,16.56050611,14.22296089,14.2823162,14.3727923,14.45577054,14.4546783,13.08700517,12.75375694,12.30182991,13.16546561,12.82290308,12.81729857,13.18286544,14.61804061,16.05398504,16.86240474,17.45883753,16.78351035,16.86091053,17.0316539,17.70824351,18.34561125,18.6344131,18.7388251,19.21435858,18.51255166,19.46576637,20.56111884,21.89108316,22.12543229,22.20826627,21.43202168,23.66790182,24.10285279,24.15924065,24.69911032,25.78511898,25.38634363,25.1573251,26.07630018,26.05783442,28.84819344,29.21425371,28.72176344,29.98930377,28.27381337,28.90946254,29.51178362,27.13527357,27.06450277,27.73690086,27.88005198,26.91635132,28.75325957,28.069407,25.19448518,28.16705574,30.63333321,26.19166756,37.94166946,30.19999886,33.15000153,38.91666794,32.82500076,33.89166641,35.89999771,28.65833282,32.53332901,32.39999771,31.93333244,40.27500153,39.37500381,35.20833206,32.56666946,28.72500038,28.04999733,31.875,30,North Korea,Pyongyang,"Pyongyang, North Korea",39.0167979,125.7473609
99,"Skopje, North Macedonia",11.71165991,11.02592214,11.5573006,12.03669184,11.93671452,11.35510454,12.00279388,11.23874095,11.58184191,12.06367054,11.08371111,12.66738339,12.1108029,11.84121669,13.03471199,12.26419097,12.12957479,11.93818366,12.39816357,11.98179545,11.87175136,12.82320351,11.86606961,12.81583614,12.5256263,12.5062946,12.77603419,12.62068999,11.94201877,12.7222759,12.91757489,12.69466604,13.15641894,13.56660179,12.63835562,13.2854769,12.83214044,12.80922143,13.03883157,13.10006063,12.88621175,13.27980267,13.50773038,13.29391314,13.88579423,13.8806859,13.5565969,14.45937953,13.17320277,14.47941978,14.70987572,14.50568609,13.90355527,14.32543708,13.79620541,14.72327265,14.05795359,15.67043555,14.48534353,14.79620464,14.78186188,15.12744801,14.81883691,15.44993386,14.51964387,14.06455113,14.3626622,14.15775304,14.85892656,14.49665209,14.6288985,14.46980245,15.23686444,15.23210199,16.11290681,16.62136923,16.73847227,17.09290186,16.90630383,17.60250758,17.3380362,18.24600374,16.69199451,16.73014989,17.61989407,18.04446574,18.29313945,19.31001027,19.92711032,18.79987389,20.0913672,18.00637662,18.12477244,18.63534342,18.01998032,17.79781845,20.07036992,21.27790324,21.94084937,23.11058531,23.2315907,24.37289581,24.69333883,24.1780736,25.13451295,27.68533558,29.1816678,28.62919094,28.54184889,30.04271502,31.98441908,33.57676094,34.91140004,34.30259979,36.48049982,38.17268448,35.81217468,37.67041486,37.06051756,37.63977872,38.71482585,34.22262455,35.82709459,34.71582402,36.45781589,36.78260456,36.08377729,37.99977102,39.96057749,38.98400816,37.81703331,37.96551732,36.99391224,37.50254584,36.76121983,37.10971883,37.33004902,38.34861782,36.8558544,37.06189227,35.75969577,32.95952521,32.43380616,32.48562,31.18696799,29.78797906,28.72935484,28.73817625,29.36000064,27.17735712,36.38825572,31.65833092,34.09166718,33.67499924,31.39166832,31.95833015,31.83333588,32.40833282,32.0083313,31.01666832,30.96666527,34.22500229,34.95000076,35.29166031,31.06666565,32.94166565,32.375,28.87499809,29.63333321,28.21666718,26.41666603,26.34166527,North Macedonia,Skopje,"Skopje, North Macedonia",41.9961816,21.4319213
100,"Oslo, Norway",6.783076241,7.119682945,7.133988553,6.84423438,6.64640781,7.024065715,7.203682561,7.217390389,7.002155029,7.134623562,7.327404631,7.583147044,7.693985616,7.790175564,7.540691434,7.811878442,7.910207169,7.774062106,7.912214246,7.940557514,7.953425458,7.947760361,7.66515677,8.050890993,7.822212942,8.647120167,8.231416834,8.737929553,8.786863407,8.616609407,9.018073265,8.614245742,8.804504078,9.394854413,8.946113573,9.132251781,9.979167163,9.419129445,8.878845627,9.131976287,9.671181886,9.414305764,9.645608103,9.310331981,10.07098349,9.644672983,10.08715585,10.27138883,10.63316643,10.68777622,11.23173295,10.42346423,10.87962198,10.7830451,11.00953966,11.08574908,11.12665228,11.67277106,12.53319047,11.53727203,12.43616575,11.75988718,12.75657962,12.56206911,12.51019362,13.19560799,12.96177779,11.27168611,11.78629916,11.91628728,11.74121704,11.45504442,12.88992325,12.7899613,12.82012163,12.14476948,11.46889096,12.86395323,12.76334082,13.38725534,13.14872977,11.96708013,12.17932533,12.30946611,12.95950866,12.75254742,13.36629672,13.61163514,14.0891828,13.33603937,12.17858241,10.96039634,11.34114314,11.42875754,10.83300745,8.933951768,10.57406311,12.30360157,12.22183767,12.01901523,11.56595436,11.57898855,12.06997259,12.41673974,12.31586843,13.60833114,12.78165404,13.19839977,12.77383166,13.07710746,13.67804499,13.73904117,14.15065317,14.26845074,14.14860662,14.25547489,14.68947353,14.66650991,13.67493141,14.18179302,14.90944835,14.1996823,14.60218905,14.31353089,14.81506126,13.33149055,13.62649766,14.67856273,15.51129739,14.77314037,15.91751697,14.60738483,13.78381204,13.59560936,13.21685478,14.48909865,14.34307134,13.51896302,12.79013994,13.29544537,12.77314434,12.53507884,12.05265142,11.63851738,11.98516989,11.96584102,11.61439176,11.20434494,11.2993208,10.85944662,10.75658019,10.59166718,10.71666718,11.34166622,9.491666794,8.966667175,10.39166737,8.641667366,9.674999237,9.824999809,10.25,10.73333359,8.841666222,9.233333588,8.483333588,7.724999905,8.300000191,7.283333302,8.291666985,7.383333206,6.283333302,7.591667175,Norway,Oslo,"Oslo, Norway",59.9133301,10.7389701
101,"Muscat, Oman",28.49328248,28.80861768,26.29629845,25.99763295,30.40372233,28.81700758,29.45936511,27.62122301,27.27185375,28.05968739,27.21604782,29.60786258,27.6893421,27.76713311,28.21307787,27.02015747,28.08606961,28.6689452,29.86830069,27.4642,28.38148088,29.37323708,28.78880686,28.01432579,28.22776171,28.15116502,27.38339622,27.27187146,29.6893648,29.29127968,27.94438524,28.18434874,29.72839327,27.07558058,24.84022978,26.89575626,29.90760045,28.92615767,28.67901557,26.78419833,25.72517425,26.62195245,29.48575273,29.24086705,26.61118266,30.86713854,27.98093366,28.105857,26.812608,28.07545213,29.56750163,29.79526971,28.13915983,27.9851376,28.23942172,28.32223163,27.47575815,27.88514607,28.61774897,30.51662198,29.84670168,26.73608026,26.92456506,26.93061972,28.62981092,27.58082094,29.98896245,29.82614404,27.90298882,26.65269436,28.40473637,28.52415456,29.96357481,27.66945497,27.74173897,24.78133999,30.05433586,28.05895255,27.81449756,27.57138826,26.62295085,30.51570715,27.39334031,27.03400713,27.65491141,27.28710376,28.34157386,29.6127016,30.28124611,27.86678452,29.3871219,30.6305571,29.95082989,27.06320091,27.96397566,29.065333,29.43018058,29.76957463,27.97916747,29.69912674,28.63752637,26.46766267,27.18897453,27.71678607,26.79694451,29.59113824,30.21567653,27.32310563,29.66784324,28.79786407,29.49220048,29.55853172,28.94313933,28.47805316,31.16104519,30.59035952,28.04719363,30.65069444,34.19742083,30.80833281,31.72294227,32.19181817,31.763142,34.65962691,34.96940214,34.61384676,34.75538197,33.48916987,34.8545903,34.42113265,33.57320531,32.17153821,34.15073827,32.19760574,35.20672758,35.08675997,34.75902797,40.06467428,37.54309133,36.5621708,40.15163698,41.70453158,38.74328198,39.02666742,42.30187791,42.54046225,41.96035693,41.17337683,42.44536815,42.26244186,43.83037582,44.89166641,38.84166336,46.6083374,47.56666565,41.52500153,39.71667099,42.42499924,49.54166794,46.57499695,44.21666336,45.26666641,50.08333206,43.48333359,38.02499771,43.90000534,42.83333206,43.19166946,48.3666687,43.50833511,41.04166794,45.40000534,Oman,Muscat,"Muscat, Oman",23.5882019,58.3829448
102,"Islamabad, Pakistan",19.38299556,19.99447263,19.19826719,18.29099358,19.57590732,19.6637862,18.72167822,20.64456802,20.58825514,21.26776802,20.87334429,21.60185012,21.47046005,20.44867636,21.44787705,20.15543641,20.22643422,19.93817962,20.47077474,23.05812732,21.98711798,18.72100218,18.38639359,19.9433486,20.29332027,23.80684193,20.37580526,20.75994599,21.85610922,19.81032106,18.75251978,20.11760063,22.73923806,20.19302361,18.61231598,21.45062029,19.18486934,22.36491575,20.59048753,17.44378271,19.27442663,19.29688529,20.90914952,22.49944191,20.00728022,20.11680523,22.07841317,18.59222946,18.48114079,20.49247869,23.64782073,23.51682791,19.92598493,16.34827736,20.77276267,20.48975136,21.37533889,21.09763707,19.34940869,22.64712037,23.37941205,19.83899797,22.56443661,19.97909524,26.06591556,22.02843517,25.03084368,24.29017469,19.36274488,20.81413907,19.68876173,23.42614588,21.21347007,22.65953125,20.63722849,19.10800275,22.09081754,24.55378941,23.09118739,19.86611485,20.19089558,24.52498151,22.9453641,22.77817214,23.60276326,23.22781467,22.78352919,23.77912785,27.81392505,22.9477681,21.85317482,24.06034132,26.79417714,22.69423218,23.65380404,25.78342448,27.20304655,23.82571778,25.70380517,23.82784341,23.70662605,21.98673388,21.83424389,25.59255217,23.19459433,24.44116175,25.41371545,25.37531741,25.84023277,24.87347176,26.80389201,26.51144296,24.10791882,25.43344152,26.16096911,27.78508478,24.88589975,27.60143624,29.80852811,26.57236822,28.42334025,28.4217094,28.39440858,31.53769249,31.79241449,31.83538793,31.04785709,33.64479221,33.53997219,34.96487245,31.97513758,31.69705991,37.96297149,34.9382215,35.98012544,40.59960915,36.27866452,41.18625041,40.79577722,42.13707627,46.97571697,44.78980664,41.11381437,43.71299122,45.70559092,50.11731949,48.20985707,52.49220564,49.94658962,51.34928403,51.6620708,51.32500839,52.41666794,51.80833435,48.89166641,50.31666565,52.0083313,58.5083313,53.33332825,52.0083313,60.875,58.57500076,61.67500305,62.67500305,64.26667023,63.52499771,68.72499847,64.99999237,73.375,63.6416626,66.33332825,71.20000458,Pakistan,Islamabad,"Islamabad, Pakistan",33.6938118,73.0651511
103,"Panama City, Panama",9.28060336,9.751305224,10.17600235,10.00445533,9.636924965,9.777269283,9.629665196,9.954863967,10.12656518,10.33417474,9.843688007,9.90810026,9.492104331,10.03854898,9.963711567,10.29841919,9.852002329,9.978053253,9.238900267,9.709791619,9.809268157,9.551705293,9.945737262,9.979654138,9.72756446,9.623904845,9.676705997,9.595855623,9.410415427,9.21976387,9.452005793,9.780460024,10.15201252,10.56678787,10.41859136,9.908324222,10.14105147,10.10267139,9.670640074,9.843413569,9.739180097,10.1198247,11.0106995,10.13271586,9.928947604,10.0423921,10.22251458,10.2143669,9.636931679,9.819923218,10.38875456,10.25354969,9.696535033,9.968337498,10.744862,10.32857339,10.54654416,10.37465128,10.63616699,10.95865167,10.26687542,10.36642096,11.0824717,10.01633172,10.43192693,10.38371793,10.55820439,9.821253748,10.37484623,10.30423373,10.17192458,10.46210778,11.35774742,11.24950223,10.66537369,10.76202053,10.40438268,10.85596114,10.99499273,10.91699115,9.877612204,10.0822357,11.09467113,10.44054601,10.08499425,10.53720894,10.71819334,11.4461423,11.37456637,11.01570783,10.79463902,11.70805542,11.71421565,12.04493302,11.04279513,11.21228886,11.9650166,11.56051802,11.00374892,11.1114933,11.78186639,10.9849559,10.81324964,11.78556392,11.18909638,11.66593243,13.12769953,13.07288983,12.8141416,12.2469047,11.87509069,11.70658565,12.47500791,12.66015423,11.52260045,11.59709377,11.31224695,12.14202249,12.25146436,12.08829514,12.14333879,12.66908983,12.73509654,12.99732739,12.61268352,12.688512,12.20904345,12.58563328,13.33719214,13.77398367,12.71689438,12.75164234,12.77027069,13.59583347,13.12181081,12.88083074,12.94544872,13.27791482,13.41536312,12.73760415,12.92496328,13.40788725,13.13481469,13.15274184,13.35602248,14.1727403,14.07118976,14.16495979,13.69627101,14.24083869,14.56160091,16.35000038,14.64166641,16.06666756,14.61666584,15.50833225,15.55833435,16.37500191,15.05833435,16.32499886,16.30000114,15.99166584,17.375,16.53333473,17.28333092,18.38333321,17.00833321,16.05833435,16.05000114,16.41666603,16.20833397,15.63333416,Panama,Panama City,"Panama City, Panama",8.6671353550533,-80.8169594275597
104,"Asunción, Paraguay",12.7433874,12.10793165,12.09761657,12.29741231,12.3931797,13.47777452,13.10698845,11.77296359,10.78022362,11.58253605,12.5625612,12.65323853,12.05410182,11.56729467,11.4666708,13.25019587,12.92305165,13.12922487,12.36229031,13.19282349,13.60951992,12.47664771,12.38331667,12.46379415,13.04849086,13.65663594,12.62023543,12.43585418,10.97198978,11.90697525,13.0066642,13.40237727,12.63568692,12.65194862,12.0882506,13.90933352,13.2662783,13.92004033,13.37502607,14.22023392,14.05342766,12.41716348,12.70843479,12.51371104,13.76518755,14.28005357,13.71475087,12.91865416,11.80744346,13.45024088,13.97732839,13.90621059,13.4330561,12.83242862,12.73877524,14.69313576,12.82757987,13.2954986,13.68640956,15.03985044,14.57618343,13.53885085,13.13986713,13.81275049,14.48555186,15.5361645,14.58466567,13.64008944,12.58340009,13.39999033,14.1513575,14.38382571,13.95161643,15.33554536,14.31783263,13.92762924,15.33921766,13.78632696,14.55453507,14.6182958,14.14276769,13.92648765,14.68730348,16.06288202,14.31020577,13.3634818,14.84416937,14.03609687,14.40953258,14.76598759,13.8121452,14.08021327,16.19155875,16.62746361,15.15747182,13.65080182,14.99232375,15.52957555,15.10813214,15.25389364,15.61720966,15.37409532,15.10391227,15.67106492,16.34940205,14.63006909,15.02264402,13.9548236,15.7723346,15.78073752,16.06007604,15.99553939,17.80404981,14.67799334,15.53379533,15.23033385,16.81857743,16.54782937,15.31680858,15.95312288,15.59847151,14.64641791,15.38958858,15.82307062,15.53602584,15.76271604,15.08632493,16.46269811,15.66930752,16.67094533,16.83892222,15.83244799,16.31755855,17.51665782,17.92372067,18.06502236,17.27480733,19.43420239,17.69890353,17.39579092,17.95058301,16.29462365,18.81004413,18.77314566,20.365023,20.30594429,20.52799606,19.95057235,19.95270132,21.11841668,16.8553935,17.68333244,22.42500114,19.19999886,17.83333397,18.87499809,16.97500038,24.44999886,15.85833359,15.31666565,17.32499886,15.23333073,15.3249979,12.86666584,14.76666737,16.03333282,15.44999981,15.34166622,14.5666666,17.49166679,22.71666527,17.08333397,Paraguay,Asunción,"Asunción, Paraguay",-25.2800459,-57.6343814
105,"Lima, Peru",6.640109743,6.599933174,6.521821497,6.587157443,6.687077472,6.420577392,6.709984772,6.747478392,6.774450109,6.539487945,6.72199585,6.646812434,6.605689476,6.727444371,6.963298834,6.876584737,6.768225213,7.143119799,6.900443447,6.741679567,6.925608274,6.718523544,7.118798487,6.773515059,7.212103532,7.132780215,6.937956496,7.125334879,7.199430235,7.042336356,6.863036335,6.997259174,7.131622317,6.859664065,7.069609733,6.81373258,6.893596704,7.598392694,7.109765197,7.312219297,7.143474705,7.352804341,7.345531295,7.295122999,7.411625652,7.637596358,7.690741128,7.6485697,7.851523043,7.693153601,7.338347023,7.547731319,7.880439174,7.887713305,8.492803696,7.810415299,7.956014484,8.415374844,8.617011613,8.642773991,8.76116515,8.896226718,9.12380212,8.87105365,8.99688996,9.28284374,9.361511745,9.385252421,9.453330029,9.474122251,9.934830511,10.07322628,10.18824442,10.63839943,10.90479921,10.74729472,11.74614684,11.29130572,11.47532817,11.52270886,11.32916754,11.32249901,10.5680843,11.34404256,11.6712749,12.05610821,12.58048658,12.82918073,12.470109,12.72767869,12.7152457,12.70974909,13.16841376,13.63639979,12.93669125,14.29977834,12.41906039,13.00883576,13.05193934,12.95885,12.75996822,12.84708074,13.25556453,13.20372554,13.51003664,14.15933358,14.16600457,15.04288586,14.8500826,14.51243259,17.87719222,18.49172425,18.46240652,19.37236118,18.69279442,18.73003377,20.10111417,20.97594355,20.835793,21.81513944,22.48305985,21.68746851,21.10340061,21.82330921,22.98556474,22.37342818,26.28447016,25.58017965,26.32524302,27.66944705,27.16919074,27.61965475,28.61433495,27.78416199,28.85232636,28.79599166,28.81694928,29.73087554,29.4505492,27.24259387,26.23067784,28.01478471,27.93067369,28.54196662,30.98101907,32.31612916,31.78469393,31.38168551,32.45166712,31.754928,30.51736526,32.50833511,30.41666985,33.67499924,33.73333359,34.85833359,32.85000229,33.0083313,31.38333321,31.38333321,33.86666489,32.38333511,31.66666603,32.79999924,28.57499886,31.25833321,32.32500076,33.14166641,34.32500076,33.25000381,31.76666832,31.04166603,Peru,Lima,"Lima, Peru",-12.0621065,-77.0365256
106,"Manila, Philippines",11.79861686,11.25061988,12.10708706,11.86693459,11.55954493,11.61425093,11.69153713,12.54416606,11.99847523,12.30524372,11.66194989,11.85634481,12.11028741,11.77959022,11.83047683,11.79717019,11.46382669,12.19422912,12.17535224,11.66795109,11.73888974,11.87730332,12.32384073,12.09640605,12.07061577,12.35300287,12.07206997,12.20505885,12.40222106,12.26841865,12.03077305,12.21267375,12.15142403,12.17393534,11.87085563,12.55010779,12.19316657,12.90423911,12.3540367,12.58509834,12.3906172,12.45210963,12.7904059,12.49219219,12.36189408,11.97717917,12.53846741,12.8541805,12.96689883,12.63148301,12.10680156,13.34039822,12.78650106,12.54283643,12.54434014,12.39088116,12.30056539,12.92792015,12.81547176,12.73335311,13.01235053,12.95558145,12.95965897,13.4600948,13.01068792,13.31039356,13.42446876,13.50205545,13.35908065,13.75767852,13.26932796,13.89223634,13.55402754,13.75625839,14.21548875,14.56221165,13.66131812,13.4838823,14.94443873,14.59335612,15.13330869,14.57212634,14.43983378,14.9443681,14.47423877,14.4249448,14.89548749,14.32821585,15.04056834,15.13073598,15.22534637,14.4725509,14.9264348,14.65185906,14.64663745,14.85794219,14.28453067,14.53505351,14.54560064,14.39746623,15.89260008,15.52668826,15.67070252,15.85306074,16.69997762,16.63313401,17.47834411,17.92367813,17.19994014,17.91699632,17.34167977,19.00868811,18.94552859,19.98769352,19.60842345,19.21648667,20.51768756,20.64843226,20.50029939,19.58062659,20.82424831,20.65191913,21.85907201,21.81790067,21.99928055,22.96922973,23.23611901,23.26977477,23.14822969,22.4804221,22.60526574,22.77963599,24.92342065,22.70169537,23.65698998,23.08147464,22.16869308,23.05948576,23.71254752,23.102075,25.10219408,28.28601556,24.45129368,25.48616967,27.85832807,25.950451,25.14292124,31.75340196,27.23411772,26.15054705,27.07454344,27.26667023,26.27499962,26.55000114,29.93333244,32.09166718,30.6333313,30.94166756,32.02500534,31.76666832,30.84999847,32.45000076,29.58333397,29.18333435,28.51666832,27.07500267,28.60833549,28.74166679,28.14166832,28.81666565,28.68333435,28.69166565,Philippines,Manila,"Manila, Philippines",14.5906346,120.9799964
